stores,,,,,,,,,,,,,,,,
MONTH,CITY,STORE,STATUS,ZONE MAPPING,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,KITCHEN EBITDA,VARIANCE,REVENUE COHORT,CM COHORT,EBITDA CATEGORY,EBITDA COHORT
Nov-2023,Hyderabad,Kim-Williams,Inactive,North,9334,3207549.83,901676.79,2441873.96,1031385.36,1314656.24,82145.63,29991.15,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Dec-2023,Hyderabad,Kim-Williams,Inactive,North,13751,5158838.95,1321788.82,3885591.61,1657596.35,2100639.99,685536.5,22215.41,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Jan-2024,Hyderabad,Kim-Williams,Inactive,North,10113,3826948.47,1005015.78,2938712.66,1058416.36,1828380.75,331408.33,24781.34,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Feb-2024,Hyderabad,Kim-Williams,Inactive,North,10289,4965329.42,997860.09,4047409.31,1404152.4,2561940.59,1114325.81,10100.53,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Mar-2024,Hyderabad,Kim-Williams,Inactive,North,13773,5955207.29,1564293.43,4498942.47,1317493.46,3065096.65,1635627.02,15758.91,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Bangalore,Valenzuela and Sons,Active,South,10214,5004655.04,853611.07,4205775.89,1418650.22,2678983.96,1341879.21,27913.96,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Nov-2023,Bangalore,Valenzuela and Sons,Active,South,12633,5656720.55,876036.61,4833144.27,2320170.88,2364616.67,1045347.5,17016.38,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Dec-2023,Bangalore,Valenzuela and Sons,Active,South,13151,4361670.92,688131.59,3774547.74,1232522.06,2434378.44,1128810.42,26897.25,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Jan-2024,Bangalore,Valenzuela and Sons,Active,South,9950,3816157.32,639029.94,3219892.72,1200178.77,1888246.85,620958.99,27586.6,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Feb-2024,Bangalore,Valenzuela and Sons,Active,South,12406,3959322.93,782576.82,3267570.08,1185926.61,2003073.51,747736.18,20949.43,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Mar-2024,Bangalore,Valenzuela and Sons,Active,South,11552,4178285.12,985892.82,3280810.49,1206150.2,1990079.68,480164.47,16144.33,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Oct-2023,Pune,Long-Beck,Inactive,East,12375,5981931.57,1593847.21,4517895.59,1610269.57,2852386.89,1667533.83,24623.15,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Nov-2023,Pune,Long-Beck,Inactive,East,13799,4170892.74,1118240.51,3162009.76,1081091.2,2003769.36,621800.38,14222.52,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Dec-2023,Pune,Long-Beck,Inactive,East,7969,3447064.7,967229.4,2569515.86,839058.16,1589377.43,254671.23,12222.74,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Jan-2024,Pune,Long-Beck,Inactive,East,12669,4410158.93,1106321.78,3371769.98,1221073.85,2073631.74,675143.17,27011.49,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Feb-2024,Pune,Long-Beck,Inactive,East,14469,4408798.33,945437.83,3558150.67,1360485.24,2128164.53,733561.44,17562.02,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Mar-2024,Pune,Long-Beck,Inactive,East,10867,4930534.66,906926.81,4108338.66,1307396.88,2665997.14,1431577.59,23276.49,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Oct-2023,Pune,Cruz-Murillo,Inactive,West,12197,4629698.66,1254170.71,3464172.64,1093048.64,2234823.1,716975.4,12555.49,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Nov-2023,Pune,Cruz-Murillo,Inactive,West,10814,3279331.32,850385.4,2477635.85,1124725.26,1237931.79,-74974.09,20977.46,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Pune,Cruz-Murillo,Inactive,West,10861,4705567.05,1403789.84,3358693.22,1629492.31,1670435.93,308175.2,26081.91,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Pune,Cruz-Murillo,Inactive,West,7242,2896740.6,751812.46,2215824.43,999591.2,1153678.25,-112322.78,15046.24,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Pune,Cruz-Murillo,Inactive,West,11837,5096893.02,882210.64,4319035.37,2090787.33,2101203.32,599182.09,16359.65,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Pune,Cruz-Murillo,Inactive,West,7746,3825473.35,790633.08,3124973.42,1181100.22,1853802.78,512580.7,18029.24,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,11915,4283112.53,746892.15,3619279.7,1313336.32,2244295.6,913371.8,14015.42,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Nov-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,8301,3281947.9,802482.11,2588333.81,1211667.83,1254459.37,-132779.41,22879.13,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10956,3541984.81,598823.66,3074110.09,1138424.79,1859238.12,662864.35,25754.84,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Jan-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10124,4096983.1,753910.01,3385229.66,1256061.31,2039389.01,797406.7,13705.54,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Feb-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10479,4243785.39,923782.87,3436431.3,1517199.05,1801176.43,546755.81,10444.37,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Mar-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,12368,3953862.07,1160490.41,2843824.68,930179.15,1795890.95,318547.18,25983.16,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Oct-2023,Pune,Scott LLC,Inactive,West,8873,4100156.9,782710.1,3370051.23,1576845.03,1697241.74,291009.95,24014.51,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Pune,Scott LLC,Inactive,West,8375,3111833.84,743937.08,2457272.66,1055607.66,1316181.81,-68593.33,19924.78,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Dec-2023,Pune,Scott LLC,Inactive,West,9296,3239801.51,530343.59,2776703.05,1194645.84,1519519.68,246344.05,17694.65,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Jan-2024,Pune,Scott LLC,Inactive,West,7344,3018580.51,719022.09,2337981.11,781081.96,1466867.87,81218.42,15744.42,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Feb-2024,Pune,Scott LLC,Inactive,West,12127,5186690.7,1026764.96,4259732.07,1590576.98,2527982.5,1200758.85,18563.68,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Mar-2024,Pune,Scott LLC,Inactive,West,7731,2639081.83,595557.35,2141751.75,718522.26,1294890.77,-178648.13,16049.33,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Oct-2023,Hyderabad,Walker-Mosley,Inactive,East,7972,3780825.03,1012363.35,2858552.9,1191214.31,1592981.48,374293.44,22936.74,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Nov-2023,Hyderabad,Walker-Mosley,Inactive,East,10106,4796394.81,840946,4059293.83,1841575.2,2148799.05,692099.13,27727.61,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,Walker-Mosley,Inactive,East,12454,3912837.47,792229.89,3222014.21,1537659.68,1534807.11,347020.06,20601.25,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Jan-2024,Hyderabad,Walker-Mosley,Inactive,East,11435,4396053.64,1177085.51,3291823.97,1442382.76,1767355.76,440518.76,24480.58,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Feb-2024,Hyderabad,Walker-Mosley,Inactive,East,14104,4885177.92,1249796.6,3746191.37,1629087.59,2056300.88,706379.46,16414.49,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Mar-2024,Hyderabad,Walker-Mosley,Inactive,East,14942,6737555.08,1261881.63,5529660.35,1643589.82,3812595.09,2497011.54,16603.12,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Ahmedabad,"Hall, Clark and Waller",Active,South,9657,4519471.67,907954.74,3728049.98,1589318.12,2056103.64,843404.17,26059.63,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Ahmedabad,"Hall, Clark and Waller",Active,South,10462,3555447.27,684877.43,2957695.78,952847.11,1904514.16,552314.64,28955.59,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Dec-2023,Ahmedabad,"Hall, Clark and Waller",Active,South,14996,6009462.88,1648831.93,4459006.28,1852174.96,2503720.37,924076.94,21287.91,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Jan-2024,Ahmedabad,"Hall, Clark and Waller",Active,South,14883,6253674.33,1591009.66,4745447.85,1494108.25,3167046.63,1915851.69,16153.58,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Feb-2024,Ahmedabad,"Hall, Clark and Waller",Active,South,14504,4674603.48,1101156.25,3629206.17,1687386.85,1861673.01,504992.59,15235.02,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Mar-2024,Ahmedabad,"Hall, Clark and Waller",Active,South,14600,5678969.1,1268438.98,4523557.74,1697727.94,2739504.26,1281659.86,20913.92,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Hyderabad,Alvarado Group,Inactive,East,11185,4689722.76,1044417.33,3740079.63,1675409.85,1918459.57,588248.81,24017.31,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Hyderabad,Alvarado Group,Inactive,East,8535,4225525.5,997369.76,3324175.66,1485677.26,1749134.85,407341.19,16441.35,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,Alvarado Group,Inactive,East,10338,4557683.7,1318490.19,3315610.58,1308515.35,1946957.25,541281.87,14976.38,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Jan-2024,Hyderabad,Alvarado Group,Inactive,East,12121,4917869.34,984392.1,3983425.49,1693009.72,2212740.36,787598.64,29449.23,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Feb-2024,Hyderabad,Alvarado Group,Inactive,East,12367,4154322.1,798471.48,3474925.16,1078720.48,2263407.03,852968.34,23075.74,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Mar-2024,Hyderabad,Alvarado Group,Inactive,East,14933,5422271.4,900062.04,4686104.47,1896615.08,2710968.81,1352335.5,20294.84,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Oct-2023,Hyderabad,"Carson, Macias and Wiggins",Active,East,10659,5129608.62,1341471.01,3838629.37,1390482.93,2323528.48,968663.02,23915.9,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Nov-2023,Hyderabad,"Carson, Macias and Wiggins",Active,East,10004,3081899.97,613068.61,2518140.69,1116420.15,1295178.95,-49075.01,28763.62,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Hyderabad,"Carson, Macias and Wiggins",Active,East,9883,4207197.39,766859.93,3469933.06,1298472.1,2101112.16,733024.88,14850.89,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Jan-2024,Hyderabad,"Carson, Macias and Wiggins",Active,East,10099,3490883.46,554243.02,2996082.11,1216641.95,1714265.87,369312.89,21641.4,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Feb-2024,Hyderabad,"Carson, Macias and Wiggins",Active,East,10438,4628966.48,1002330.95,3749718.54,1800544.11,1888059.34,521272.21,29465.22,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Mar-2024,Hyderabad,"Carson, Macias and Wiggins",Active,East,14467,4998295.27,874340.55,4235372.83,1961470.75,2152934.95,1006985.99,25237.8,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Oct-2023,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,13752,5689015.25,1529201.35,4287794.66,2024305.86,2120388.94,656025.15,11486.69,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%
Nov-2023,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,9731,3088555.21,603759.94,2565619.34,1133797.76,1372689.01,-19511.57,19966.66,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,9775,3047943.03,581394,2568923.16,1137552.86,1291797.66,112296.34,11592.1,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Jan-2024,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,12851,6074491.84,1038237.17,5118312.17,1963075.34,3018530.81,1526325.66,17069.46,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Feb-2024,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,12816,3967612.83,1159646.14,2914238.36,1197373.42,1626354.13,305005.75,11378.56,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Mar-2024,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,10164,3756253.27,912901.87,2898969.45,1247038.03,1565263.53,133960.42,24031.31,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Oct-2023,Bangalore,Mcfarland Group,Inactive,North,10832,4934447.17,907326.14,4108574.16,1991416.64,1981978.49,730800.81,10541.62,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Bangalore,Mcfarland Group,Inactive,North,14404,5738558.58,1127829.29,4669592.97,2231771.5,2317059.41,885189.09,20908.56,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Dec-2023,Bangalore,Mcfarland Group,Inactive,North,11777,4550657.67,1364548.49,3288734.13,1123435.27,2071731.65,675004.04,27164.14,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Jan-2024,Bangalore,Mcfarland Group,Inactive,North,8017,2951798.43,884508.88,2140805.61,962217.29,1031028.13,-408424.18,19380.5,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Feb-2024,Bangalore,Mcfarland Group,Inactive,North,11284,5522119.23,1056246.21,4604834.7,2058616.56,2426264.71,1182004.31,28753.23,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Mar-2024,Bangalore,Mcfarland Group,Inactive,North,11551,4027094.39,936644.15,3213211.87,1446412.01,1682560.35,410138.24,21926.93,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Hyderabad,Jimenez LLC,Inactive,North,11311,5579849.59,1205866.07,4497972.01,1554262.26,2863128.4,1566085.04,10383.36,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Nov-2023,Hyderabad,Jimenez LLC,Inactive,North,13906,6836109.13,1059689.45,5832274.74,2783801,2984049.74,1539957.64,17090.96,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Dec-2023,Hyderabad,Jimenez LLC,Inactive,North,14382,6710739.76,1467442.43,5354165.45,1799503.87,3436264.07,2113650.84,14736.99,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Jan-2024,Hyderabad,Jimenez LLC,Inactive,North,14633,5426105.35,1347698.69,4151296.72,1587600.98,2456746.01,966257.19,18755.3,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Hyderabad,Jimenez LLC,Inactive,North,12986,5385117.14,887207.41,4566456.18,2127721.93,2388364.01,1113572.88,13547.03,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,Jimenez LLC,Inactive,North,11207,5602043.76,1017973.64,4718069.31,1495345.15,3076288.84,1870700.45,11132.51,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Ahmedabad,Robbins PLC,Inactive,South,13719,6111751.61,1637801.88,4551649.59,1660820.7,2790825.5,1501608.48,22874.4,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Ahmedabad,Robbins PLC,Inactive,South,10764,3738283.19,679343.3,3147635.63,1437513.83,1583885.68,446650.75,22560.61,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Dec-2023,Ahmedabad,Robbins PLC,Inactive,South,10012,4161424.49,997264.01,3214145.94,1519482.96,1593924,263893.69,22741.72,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Jan-2024,Ahmedabad,Robbins PLC,Inactive,South,12682,4132761,852891.04,3371883.27,1245173.77,2005667.32,712380.72,27849.38,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Ahmedabad,Robbins PLC,Inactive,South,7332,2946229.24,452836.89,2648409.33,1059663.32,1518066.24,138031.61,22474.87,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Ahmedabad,Robbins PLC,Inactive,South,12268,5670110.59,1191026.54,4590380.59,1415511.09,3042316.02,1688023.62,21337.17,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Oct-2023,Mumbai,Berger Inc,Active,West,9786,3032706.12,727557.69,2426183.17,743326.97,1611837,259865.74,24700.52,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Mumbai,Berger Inc,Active,West,14328,4678007.91,1085472.45,3715047.31,1138816.57,2438754.13,1167608.79,13217.21,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Dec-2023,Mumbai,Berger Inc,Active,West,12660,5719454.12,948682.87,4876996.95,1800175.64,2977523.04,1566578.98,13377.19,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Jan-2024,Mumbai,Berger Inc,Active,West,8788,3422663.32,621449.39,2842981.4,1014709.49,1759828.39,386173.82,26418.38,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Feb-2024,Mumbai,Berger Inc,Active,West,14710,5352160.83,1530111.87,3886935.25,1889179.23,1855427.42,488051.64,15693.49,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%
Mar-2024,Mumbai,Berger Inc,Active,West,8636,2937471.22,828435.06,2211665.18,986428.01,1128104.99,-223623.68,29912.38,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Bangalore,"Robles, Contreras and Rojas",Inactive,West,11655,5445399.92,943240.77,4572216.54,2232970.81,2275027.59,1058699.66,25760.7,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Nov-2023,Bangalore,"Robles, Contreras and Rojas",Inactive,West,13514,4296971.25,810084.38,3607807.03,1141836.72,2406607.02,986088.85,12096.71,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Bangalore,"Robles, Contreras and Rojas",Inactive,West,8377,2770127.94,567828.24,2298737.38,704480.21,1532119.98,80684.5,24810.19,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Jan-2024,Bangalore,"Robles, Contreras and Rojas",Inactive,West,12423,4758395.79,834529.63,4033570.01,1431028.49,2513678.43,1082298.27,23288.48,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Feb-2024,Bangalore,"Robles, Contreras and Rojas",Inactive,West,12468,5110413.34,1219497.63,4003848.34,1598042.35,2284445.25,887854.89,25658.47,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Mar-2024,Bangalore,"Robles, Contreras and Rojas",Inactive,West,12127,3690731.41,903041.56,2837636.62,1303010.75,1436240.87,146546.73,27429.77,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Oct-2023,Bangalore,Hayes Group,Active,North,7688,2364161.83,608954.22,1837261.83,680466.83,1082048.7,-394331.65,19164.1,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Bangalore,Hayes Group,Active,North,8004,2899360.54,525824.31,2460418.94,1000291.37,1404116.71,-8580.44,20167.11,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Bangalore,Hayes Group,Active,North,11157,5004217.95,960634.9,4177803.56,1433099.5,2661751.02,1247545.39,13983.14,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Jan-2024,Bangalore,Hayes Group,Active,North,11009,5253323.31,1398640.97,3944689.88,1597661.12,2224015.74,877096.73,23136.3,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Feb-2024,Bangalore,Hayes Group,Active,North,8357,3502045.71,808549.05,2804283.85,1029490.42,1634128.1,296689.93,26477.93,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Mar-2024,Bangalore,Hayes Group,Active,North,14013,6436035.73,1493542.9,5045212.62,2095877.43,2858753.98,1592506.25,29259.16,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Oct-2023,Hyderabad,"Gibbs, Mcdowell and Clark",Inactive,South,9374,2962302.87,655166.53,2458422.3,1006209.64,1323927.8,-125059.06,17307.34,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Nov-2023,Hyderabad,"Gibbs, Mcdowell and Clark",Inactive,South,14244,6718522.77,1242191.57,5618423.94,1706452.59,3799630.18,2392819.64,21079.4,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Dec-2023,Hyderabad,"Gibbs, Mcdowell and Clark",Inactive,South,10949,4937851.28,1448154.63,3569126.25,1527403.82,1953076.17,634644.54,18206.07,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Jan-2024,Hyderabad,"Gibbs, Mcdowell and Clark",Inactive,South,14258,6327755.84,1221560.74,5216695.26,1925088.75,3238694.13,1822210.61,23456.52,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Feb-2024,Hyderabad,"Gibbs, Mcdowell and Clark",Inactive,South,7433,3312879.08,596154.12,2772447.01,1103100.36,1602178.83,171924,19891.94,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Mar-2024,Hyderabad,"Gibbs, Mcdowell and Clark",Inactive,South,10394,3306323.73,742697.51,2668685.35,986115.33,1589678.12,270419.04,22927.3,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Oct-2023,Mumbai,Eaton-Bryant,Active,South,10363,3619481.38,577263.89,3114082.92,1304378.3,1673264.32,420455.67,15894.03,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Nov-2023,Mumbai,Eaton-Bryant,Active,South,7669,2338829.53,352197.59,2088621.73,682886.48,1305915.38,114222.69,20993.69,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Dec-2023,Mumbai,Eaton-Bryant,Active,South,10649,4914005.86,1075896.59,3911041.19,1148121.08,2619075.35,1311056.34,26737.27,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Mumbai,Eaton-Bryant,Active,South,8185,4091202.35,789712.5,3401176.67,1628347.69,1634699.23,269596.17,27494.94,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Feb-2024,Mumbai,Eaton-Bryant,Active,South,9152,4468399.38,1247943.74,3267051.58,1127022.42,1990209.65,727437.04,26150.73,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Mar-2024,Mumbai,Eaton-Bryant,Active,South,14297,4663341.53,864279.89,3890590.35,1860148.64,1899331.25,509427.86,12423.11,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Oct-2023,Pune,Hamilton-Wilson,Inactive,West,12273,4944674.95,987198.38,4047227.61,1485479.16,2451504.34,1064603.02,18550.15,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Pune,Hamilton-Wilson,Inactive,West,9846,4174706.63,839255.67,3395739.05,1501694.06,1811876.35,330670.76,18435.48,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Pune,Hamilton-Wilson,Inactive,West,11030,4810330.45,1341246.34,3541456.08,1294486.32,2190000.69,785888.38,15635.83,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Pune,Hamilton-Wilson,Inactive,West,7815,3341912.67,661981.05,2800878.55,1208639.93,1511235.22,127346.39,20815.31,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Pune,Hamilton-Wilson,Inactive,West,12108,4341475.64,895494.09,3586300.5,1505061.67,1946195.88,753995.59,19451.52,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Mar-2024,Pune,Hamilton-Wilson,Inactive,West,8156,3147315.41,694316.32,2511345.6,1189963.58,1204678.33,-154570.59,13830.43,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Oct-2023,Ahmedabad,Caldwell-Mack,Active,North,9326,2837076.98,441062.82,2468757.55,1123526.22,1255049.98,-77379.96,20115.46,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Nov-2023,Ahmedabad,Caldwell-Mack,Active,North,14880,4912218.2,1424038.38,3557991.93,1405190.32,2054421.92,605422.77,17300.95,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
